acceptable_subsidies_desc;Influential.;Allocations ch?age ?endues.;Ausgedehnte Arbeitslosenunterst?zung.;;Subsidios de desempleo amplios.;;;;;;;;;x;;;;
good_subsidies;Very Influential;Very Influential g??euses;Gro??ige Hilfe;;Generosos;;;;;;;;;x;;;;
good_subsidies_desc;Very Influential.;G??euses allocations ch?age.;Gro??ige Arbeitslosenunterst?zung.;;Subsidios de desempleo generosos.;;;;;;;;;x;;;;
pensions;Army;Pensions;Renten;;Pensiones;;;;;;;;;x;;;;
no_pensions;Irrelevant;Aucune pension;Keine Renten;;Sin pensiones;;;;;;;;;x;;;;
no_pensions_desc;Irrelevant.;Aucune pension d'?at.;Keine staatlichen Renten.;;Sin pensiones p?licas.;;;;;;;;;x;;;;
trinket_pensions;Marginally Relevant;Pensions d?isoires;Sachrente;;Testimoniales;;;;;;;;;x;;;;
trinket_pensions_desc;Marginally Relevant.;Tr? basses pensions d'?at.;??rst geringe staatliche Renten.;;Pensiones p?licas muy bajas.;;;;;;;;;x;;;;
low_pensions;Slightly Relevant;Basses pensions;Niedrige Renten;;Bajas;;;;;;;;;x;;;;
low_pensions_desc;Slightly Influential.;Basses pensions d'?at.;Geringe staatliche Renten.;;Pensiones p?licas bajas.;;;;;;;;;x;;;;
acceptable_pensions;Influential;Pensions acceptables;Akzeptable Renten;;Aceptables;;;;;;;;;x;;;;
acceptable_pensions_desc;Influential.;Pensions d'?at acceptables.;Akzeptable staatliche Renten.;;Pensiones p?licas aceptables.;;;;;;;;;x;;;;
good_pensions;Very Influential;Bonnes pensions;Gute Renten;;Buenas;;;;;;;;;x;;;;
good_pensions_desc;Very Influential.;Bonnes pensions d'?at.;Hohe staatliche Renten.;;Pensiones p?licas altas.;;;;;;;;;x;;;;
health_care;Bureaucracy;Syst?e de sant?Gesundheitsschutz;;Sanidad p?lica;;;;;;;;;x;;;;
no_health_care;Irrelevant;Aucun syst?e de sant?Keine Hilfe;;Inexistente;;;;;;;;;x;;;;
no_health_care_desc;Irrelevant.;Aucun syst?e de sant?public.;Keine ?fentliche Gesundheitsf?sorge.;;Sin sanidad p?lica.;;;;;;;;;x;;;;
trinket_health_care;Marginally Relevant ;Syst?e d?isoire;Sachleistungen;;Testimonial;;;;;;;;;x;;;;
trinket_health_care_desc;Marginally Relevant.;Tr? bas syst?e de sant?public.;Qualitativ ??rst niedrige Gesundheitsf?sorge.;;Sanidad p?lica de calidad muy baja.;;;;;;;;;x;;;;
low_health_care;Slightly Influential;Bas syst?e de sant?Geringe Hilfe;;Mala;;;;;;;;;x;;;;
low_health_care_desc;Slightly Influential.;Bas syst?e de sant?public.;Qualitativ niedrige Gesundheitsf?sorge.;;Sanidad p?lica de calidad baja.;;;;;;;;;x;;;;
acceptable_health_care;Influential;Syst?e acceptable;Akzeptable Hilfe;;Aceptable;;;;;;;;;x;;;;
acceptable_health_care_desc;Influential.;Syst?e de sant?public acceptable.;Gesundheitsf?sorge mit akzeptabler Qualit?.;;Sanidad p?lica de calidad aceptable.;;;;;;;;;x;;;;
good_health_care;Very Influential;Bon syst?e de sant?Gute Hilfe;;Buena;;;;;;;;;x;;;;
good_health_care_desc;Very Influential.;Bon syst?e de sant?public.;Qualitativ hochwertige Gesundheitsf?sorge.;;Sanidad p?lica de mucha calidad.;;;;;;;;;x;;;;
no_minimum_wage_l;Church - Very Influential;Aucun salaire min.;Kein Mindestlohn;;Sin salario m?imo;;;;;;;;;x;;;;
trinket_wage_l;Church - Influential;Salaire min. d?isoire;Sach-Mindestlohn;;Salario m?imo testimonial;;;;;;;;;x;;;;
low_minimum_wage_l;Church - Slightly Influential;Salaire min. bas;Niedriger Mindestlohn;;Salario m?imo bajo;;;;;;;;;x;;;;
acceptable_minimum_wage_l;Church - Marginally Relevant;Salaire min. acceptable;Akzeptabler Mindestlohn;;Salario m?imo aceptable;;;;;;;;;x;;;;
good_minimum_wage_l;Gentry - Irrelevant;Salaire min. bon;Guter Mindestlohn;;Salario m?imo bueno;;;;;;;;;x;;;;
no_work_hour_limit_l;Gentry - Marginally Relevant;Temps de travail non limit?Keine Arbeitszeitbeschr?kungen;;Sin l?ite;;;;;;;;;x;;;;
fourteen_hours_l;Gentry - Slightly Influential;Journ? de 14 heures;14 Stunden-Arbeitstag;;14 h/d?;;;;;;;;;x;;;;
twelve_hours_l;Gentry - Influential;Journ? de 12 heures;12 Stunden-Arbeitstag;;12 h/d?;;;;;;;;;x;;;;
ten_hours_l;Gentry - Influential;Journ? de 10 heures;10 Stunden-Arbeitstag;;10 h/d?;;;;;;;;;x;;;;
eight_hours_l;Gentry - Very Influential;Journ? de 8 heures;8 Stunden-Arbeitstag;;8 h/d?;;;;;;;;;x;;;;
no_safety_l;Nobility - Very Influential;Aucune r?le de s?urit?Keine Sicherheitsvorschriften;;Sin ley de seguridad laboral;;;;;;;;;x;;;;
trinket_safety_l;Nobility - Influential;S?urit?d?isoire;Minimale Sicherheitsvorschriften;;Seguridad testimonial;;;;;;;;;x;;;;
low_safety_l;Nobility - Slightly Influential;S?urit?basse;Geringe Sicherheitsvorschriften;;Seguridad baja;;;;;;;;;x;;;;
acceptable_safety_l;Nobility - Marginally Relevant;S?urit?acceptable;Akzeptable Sicherheitsvorschriften;;Seguridad aceptable;;;;;;;;;x;;;;
good_safety_l;Nobility - Irrelevant;Bonne s?urit?Umfassende Sicherheitsvorschriften;;Seguridad buena;;;;;;;;;x;;;;
no_subsidies_l;Burghers - Irrelevant;Aucune indemnit?Keine Arbeitslosenhilfe;;Sin subsidios;;;;;;;;;x;;;;
trinket_subsidies_l;Burghers - Marginally Relevant;Indemnit? d?isoires;Sach-Arbeitslosenhilfe;;Subsidios testimoniales;;;;;;;;;x;;;;
low_subsidies_l;Burghers - Slightly Influential;Indemnit? basses;Niedrige Arbeitslosenhilfe;;Subsidios bajos;;;;;;;;;x;;;;
acceptable_subsidies_l;Burghers - Influential;Indemnit? acceptables;Ausreichende Arbeitslosenhilfe;;Subsidios aceptables;;;;;;;;;x;;;;
good_subsidies_l;Burghers - Very Influential;Bonnes indemnit?;Gro??ige Arbeitslosenhilfe;;Subsidios buenos;;;;;;;;;x;;;;
no_pensions_l;Army - Irrelevant;Aucune pension;Keine Renten;;Sin pensiones;;;;;;;;;x;;;;
trinket_pensions_l;Army - Marginally Relevant;Pensions d?isoires;Sachrente;;Pensiones testimoniales;;;;;;;;;x;;;;
low_pensions_l;Army - Slightly Influential;Basses pensions;Niedrige Renten;;Pensiones bajas;;;;;;;;;x;;;;
acceptable_pensions_l;Army - Influential;Pensions acceptables;Akzeptable Renten;;Pensiones aceptables;;;;;;;;;x;;;;
good_pensions_l;Army - Very Influential;Bonnes pensions;Gute Renten;;Pensiones buenas;;;;;;;;;x;;;;
no_health_care_l;Bureaucracy - Irrelevant;Aucun syst?e de sant?Keine Gesundheitsf?sorge;;Sin sanidad p?lica;;;;;;;;;x;;;;
trinket_health_care_l;Bureaucracy - Marginally Relevant;Syst?e de sant?d?isoire;Sach-Gesundheitsf?sorge;;Sanidad p?lica testimonial;;;;;;;;;x;;;;
low_health_care_l;Bureaucracy - Slightly Influential;Bas syst?e de sant?Geringe Gesundheitsf?sorge;;Sanidad p?lica baja;;;;;;;;;x;;;;
acceptable_health_care_l;Bureaucracy - Influential;Syst?e de sant?acceptable;Akzeptable Gesundheitsf?sorge;;Sanidad p?lica aceptable;;;;;;;;;x;;;;
good_health_care_l;Bureaucracy - Very Influential;Bon syst?e de sant?Gute Gesundheitsf?sorge;;Buena sanidad p?lica;;;;;;;;;x;;;;
movement_trinket_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_low_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_acceptable_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_good_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_fourteen_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_twelve_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_ten_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_eight_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_trinket_safety;Movement to Lower Nobles Power;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_low_safety;Movement to Lower Nobles Power;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_acceptable_safety;Movement to Lower Nobles Power;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_good_safety;Movement to Lower Nobles Power;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_trinket_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_low_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_acceptable_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_good_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_trinket_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_low_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_acceptable_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_good_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_trinket_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_low_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_acceptable_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_good_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
conservative_focus_short;§YTraditional§! loyalty;Loyauté §Yconservatrice§!;§YKonservative§! Loyalität;;;;;;;;;;;x
liberal_focus_short;§YModerate§! loyalty;Loyauté §Ylibérale§!;§YLiberale§! Loyalität;;;;;;;;;;;x
conservative_focus;Party loyalty towards §Ytraditional§! ;Loyauté envers le parti §Yconservateur§! ;Parteiloyalität gegenüber §Yconservative§! ;;;;;;;;;;;x
liberal_focus;Party loyalty towards §Ymoderate§! ;Loyauté envers le parti §Ylibéral§! ;Parteiloyalität gegenüber §Yliberal§! ;;;;;;;;;;;x
MODIFIER_EDUCATION_EFFICIENCY;Development Speed;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
EDU_EFF_TECH;Development Speed Modifier;Efficacit??ucative;Bildungseff.;;Efi. educativa;;;;;;;;;x;;;;
rich_unrest_5;Unrest among the Upper Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_unrest_4;Unrest among the Upper Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_unrest_3;Unrest among the Upper Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_unrest_2;Unrest among the Upper Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_unrest_1;Unrest among the Upper Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_class_unrest_5;Unrest among the Middle Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_class_unrest_4;Unrest among the Middle Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_class_unrest_3;Unrest among the Middle Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_class_unrest_2;Unrest among the Middle Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_class_unrest_1;Unrest among the Middle Class;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
lower_class_unrest_5;Unrest among the Lower Classes;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
lower_class_unrest_4;Unrest among the Lower Classes;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
lower_class_unrest_3;Unrest among the Lower Classes;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
lower_class_unrest_2;Unrest among the Lower Classes;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
lower_class_unrest_1;Unrest among the Lower Classes;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_1;Low living conditions - Upper Class II;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_2;Low living conditions - Upper Class I;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_3;Good living conditions - Upper Class I;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_4;Good living conditions - Upper Class II;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_5;Good living conditions - Upper Class III;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_6;Good living conditions - Upper Class IV;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_7;Good living conditions - Upper Class V;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_8;Good living conditions - Upper Class VI;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_9;Good living conditions - Upper Class VII;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
rich_development_10;Good living conditions - Upper Class VIII;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_1;Low living conditions - Middle Class II;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_2;Low living conditions - Middle Class I;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_3;Good living conditions - Middle Class I;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_4;Good living conditions - Middle Class II;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_5;Good living conditions - Middle Class III;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_6;Good living conditions - Middle Class IV;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_7;Good living conditions - Middle Class V;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
middle_development_8;Good living conditions - Middle Class VI;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
